id,base_model
solidrust/Silicon-Masha-7B-AWQ,LakoMoor/Silicon-Masha-7B
RichardErkhov/lalainy_-_ECE-PRYMMAL-0.5B-FT-V5-MUSR-gguf,lalainy/ECE-PRYMMAL-0.5B-FT-V5-MUSR/
RichardErkhov/lalainy_-_ECE-PRYMMAL-0.5B-SLERP-V4-gguf,lalainy/ECE-PRYMMAL-0.5B-SLERP-V4/
RichardErkhov/lalainy_-_ECE-PRYMMAL-YL-0.5B-SLERP-BIS-V2-awq,lalainy/ECE-PRYMMAL-YL-0.5B-SLERP-BIS-V2/
RichardErkhov/Lambent_-_arsenic-v1-qwen2.5-14B-gguf,Lambent/arsenic-v1-qwen2.5-14B/
RichardErkhov/Lambent_-_danube2-upscale-1.7-awq,Lambent/danube2-upscale-1.7/
RichardErkhov/Lambent_-_danube2-upscale-1-awq,Lambent/danube2-upscale-1/
RichardErkhov/Lambent_-_qwen2.5-reinstruct-alternate-lumen-14B-gguf,Lambent/qwen2.5-reinstruct-alternate-lumen-14B/
RichardErkhov/lamini_-_lamini_docs_finetuned-gguf,lamini/lamini_docs_finetuned/
RichardErkhov/lamm-mit_-_Bioinspired-SmolLM-1.7B-Instruct-awq,lamm-mit/Bioinspired-SmolLM-1.7B-Instruct/
RichardErkhov/lamm-mit_-_BioinspiredLlama-3-1-8B-128k-gguf,lamm-mit/BioinspiredLlama-3-1-8B-128k/
RichardErkhov/lamm-mit_-_GPTProteinPretrained-awq,lamm-mit/GPTProteinPretrained/
RichardErkhov/lamm-mit_-_meta-llama-Llama-3.2-3B-Instruct-untied-gguf,lamm-mit/meta-llama-Llama-3.2-3B-Instruct-untied/
RichardErkhov/lamm-mit_-_mistralai-Mistral-7B-v0.3-gguf,lamm-mit/mistralai-Mistral-7B-v0.3/
RichardErkhov/lamm-mit_-_ProteinForceGPT-awq,lamm-mit/ProteinForceGPT/
RichardErkhov/lamm-mit_-_SilkomePretrainedGPT-awq,lamm-mit/SilkomePretrainedGPT/
RichardErkhov/Langboat_-_bloom-1b4-zh-4bits,Langboat/bloom-1b4-zh/
RichardErkhov/Langboat_-_bloom-1b4-zh-8bits,Langboat/bloom-1b4-zh/
RichardErkhov/Langboat_-_Mengzi3-13B-Base-gguf,Langboat/Mengzi3-13B-Base/
RichardErkhov/Langboat_-_Mengzi3-8B-Chat-gguf,Langboat/Mengzi3-8B-Chat/
RichardErkhov/langtech-dev_-_Salamandra-7b-RAG-v2-gguf,langtech-dev/Salamandra-7b-RAG-v2/
MaziyarPanahi/LWM-Text-256K-GGUF,LargeWorldModel/LWM-Text-256K
bartowski/LWM-Text-Chat-1M-exl2,LargeWorldModel/LWM-Text-Chat-1M
TheBloke/Yi-34B-200K-Llamafied-GGUF,larryvrh/Yi-34B-200K-Llamafied
TheBloke/Yi-34B-200K-Llamafied-GPTQ,larryvrh/Yi-34B-200K-Llamafied
TheBloke/Yi-34B-200K-Llamafied-AWQ,larryvrh/Yi-34B-200K-Llamafied
RichardErkhov/larryvrh_-_Yi-34B-200K-Llamafied-gguf,larryvrh/Yi-34B-200K-Llamafied/
RichardErkhov/lashid11_-_CheckGPT-SOLAR-10.7B-gguf,lashid11/CheckGPT-SOLAR-10.7B/
RichardErkhov/laurenhyoseoyoon_-_gemma2-2b-it-finetune-locations-full-2-awq,laurenhyoseoyoon/gemma2-2b-it-finetune-locations-full-2/
RichardErkhov/laurenhyoseoyoon_-_gemma2-2b-it-finetune-locations-full-gguf,laurenhyoseoyoon/gemma2-2b-it-finetune-locations-full/
RichardErkhov/LavanyaM_-_lavan-8bits,LavanyaM/lavan/
RichardErkhov/LavanyaM_-_lavan-4bits,LavanyaM/lavan/
RichardErkhov/lazarohurtado_-_Qwen1.5-0.5B-OpenIT-gguf,lazarohurtado/Qwen1.5-0.5B-OpenIT/
IEETA/Multi-Head-CRF,lcampillos/roberta-es-clinical-trials-ner
RichardErkhov/lcw99_-_llama-3-10b-it-ko-2024-0527-gguf,lcw99/llama-3-10b-it-ko-2024-0527/
RichardErkhov/lcw99_-_llama-3-10b-it-kor-extented-chang-pro8-gguf,lcw99/llama-3-10b-it-kor-extented-chang-pro8/
RichardErkhov/lcw99_-_llama-3-10b-it-kor-extented-chang-gguf,lcw99/llama-3-10b-it-kor-extented-chang/
RichardErkhov/lcw99_-_llama-3-10b-ko-240604-e2f-gguf,lcw99/llama-3-10b-ko-240604-e2f/
RichardErkhov/lcw99_-_llama-3-10b-wiki-240709-f-gguf,lcw99/llama-3-10b-wiki-240709-f/
RichardErkhov/lcw99_-_llama-3-8b-it-ko-chang-gguf,lcw99/llama-3-8b-it-ko-chang/
RichardErkhov/lcw99_-_llama-3-8b-it-kor-extented-chang-gguf,lcw99/llama-3-8b-it-kor-extented-chang/
RichardErkhov/lcw99_-_llama2-ko-chang-13b-instruct-chat-gguf,lcw99/llama2-ko-chang-13b-instruct-chat/
RichardErkhov/lcw99_-_llama2-ko-chang-instruct-chat-gguf,lcw99/llama2-ko-chang-instruct-chat/
RichardErkhov/lcw99_-_zephykor-ko-7b-chang-4bits,lcw99/zephykor-ko-7b-chang/
RichardErkhov/lcw99_-_zephykor-ko-7b-chang-8bits,lcw99/zephykor-ko-7b-chang/
RichardErkhov/lcw99_-_zephykor-ko-7b-chang-gguf,lcw99/zephykor-ko-7b-chang/
MaziyarPanahi/zephykor-ko-beta-7b-chang-GGUF,lcw99/zephykor-ko-beta-7b-chang
RichardErkhov/lcw99_-_zephykor-ko-beta-7b-chang-gguf,lcw99/zephykor-ko-beta-7b-chang/
RichardErkhov/lcw99_-_zephykor-ko-beta-7b-chang-8bits,lcw99/zephykor-ko-beta-7b-chang/
RichardErkhov/lcw99_-_zephykor-ko-beta-7b-chang-4bits,lcw99/zephykor-ko-beta-7b-chang/
RichardErkhov/LDCC_-_LDCC-Instruct-Llama-2-ko-13B-v1.5-gguf,LDCC/LDCC-Instruct-Llama-2-ko-13B-v1.5/
RichardErkhov/LDCC_-_LDCC-Instruct-Llama-2-ko-13B-v1.6-gguf,LDCC/LDCC-Instruct-Llama-2-ko-13B-v1.6/
RichardErkhov/LDCC_-_LDCC-Instruct-Llama-2-ko-13B-v1.7-gguf,LDCC/LDCC-Instruct-Llama-2-ko-13B-v1.7/
RichardErkhov/LDCC_-_LDCC-SOLAR-10.7B-gguf,LDCC/LDCC-SOLAR-10.7B/
RichardErkhov/LDCC_-_LDCC-SOLAR-10.7B-4bits,LDCC/LDCC-SOLAR-10.7B/
RichardErkhov/leafspark_-_Llama-3.1-8B-MultiReflection-Instruct-gguf,leafspark/Llama-3.1-8B-MultiReflection-Instruct/
RichardErkhov/leafspark_-_Pixtral-12B-2409-hf-text-only-gguf,leafspark/Pixtral-12B-2409-hf-text-only/
RichardErkhov/leap-llm_-_Meta-Llama-3-8B-Instruct-dpo-alfworld-lr5e-7-bt0.01-ep1-iter2-gguf,leap-llm/Meta-Llama-3-8B-Instruct-dpo-alfworld-lr5e-7-bt0.01-ep1-iter2/
RichardErkhov/leap-llm_-_Meta-Llama-3-8B-Instruct-sft-alfworld-iter0-gguf,leap-llm/Meta-Llama-3-8B-Instruct-sft-alfworld-iter0/
RichardErkhov/leap-llm_-_Meta-Llama-3-8B-Instruct-sft-alfworld-iter2-gguf,leap-llm/Meta-Llama-3-8B-Instruct-sft-alfworld-iter2/
RichardErkhov/leap-llm_-_Meta-Llama-3-8B-Instruct-sft-webshop-iter2-gguf,leap-llm/Meta-Llama-3-8B-Instruct-sft-webshop-iter2/
RichardErkhov/leap-llm_-_Meta-Llama-3.1-8B-Instruct-sft-intercode-bash-iter0-gguf,leap-llm/Meta-Llama-3.1-8B-Instruct-sft-intercode-bash-iter0/
RichardErkhov/leap-llm_-_Meta-Llama-3.1-8B-Instruct-sft-intercode-bash-iter1-gguf,leap-llm/Meta-Llama-3.1-8B-Instruct-sft-intercode-bash-iter1/
RichardErkhov/LearningOpt_-_pie-hq-selfplay-7b-gguf,LearningOpt/pie-hq-selfplay-7b/
RichardErkhov/lectura_-_Llama3.2-1B-bbc_en-e3-bs32-lr1e-4cos-wd0.1-wr0.01-awq,lectura/Llama3.2-1B-bbc_en-e3-bs32-lr1e-4cos-wd0.1-wr0.01/
RichardErkhov/lectura_-_Llama3.2-1B-bbc_en-e3-bs32-lr1e-5cos-wd0.1-wr0.01-awq,lectura/Llama3.2-1B-bbc_en-e3-bs32-lr1e-5cos-wd0.1-wr0.01/
RichardErkhov/lectura_-_Llama3.2-1B-bbc_en-e3-bs32-lr5e-4cos-wd0.1-wr0.01-awq,lectura/Llama3.2-1B-bbc_en-e3-bs32-lr5e-4cos-wd0.1-wr0.01/
RichardErkhov/ledat1205_-_TinyLlama-1.1B-Chat-v1.0-bf16-push-demo-gguf,ledat1205/TinyLlama-1.1B-Chat-v1.0-bf16-push-demo/
RichardErkhov/ledong0110_-_GemSUra-2B-hcmut-pretrain-gguf,ledong0110/GemSUra-2B-hcmut-pretrain/
RichardErkhov/Leejy0-0_-_gemma-2b-it-sum-ko-gguf,Leejy0-0/gemma-2b-it-sum-ko/
RichardErkhov/leesalminen_-_model-2-gguf,leesalminen/model-2/
RichardErkhov/leesalminen_-_model-3-gguf,leesalminen/model-3/
RichardErkhov/legraphista_-_Codestral-22B-v0.1-hf-FIM-fix-gguf,legraphista/Codestral-22B-v0.1-hf-FIM-fix/
RichardErkhov/lei-HuggingFace_-_Gemma-2-9B-4bit-Chat_Level_Measurement_Guide_07242024-gguf,lei-HuggingFace/Gemma-2-9B-4bit-Chat_Level_Measurement_Guide_07242024/
RichardErkhov/leia-llm_-_Leia-Swallow-13b-gguf,leia-llm/Leia-Swallow-13b/
RichardErkhov/leia-llm_-_Leia-Swallow-7b-gguf,leia-llm/Leia-Swallow-7b/
RichardErkhov/Lekhansh_-_llama_3.2_1b_sft_merged_unsloth-gguf,Lekhansh/llama_3.2_1b_sft_merged_unsloth/
RichardErkhov/Lekhansh_-_Llama-3.2-1B-Base-Model-cpt-merged-gguf,Lekhansh/Llama-3.2-1B-Base-Model-cpt-merged/
RichardErkhov/Lekhansh_-_Llama-3.2-1B-Base-Model-fullTask-trial-merged-gguf,Lekhansh/Llama-3.2-1B-Base-Model-fullTask-trial-merged/
RichardErkhov/Lekhansh_-_Llama-3.2-1B-Instruct-corrector-nonjson_overtrained-merged-16bit-awq,Lekhansh/Llama-3.2-1B-Instruct-corrector-nonjson_overtrained-merged-16bit/
RichardErkhov/Lekhansh_-_Llama-3.2-1B-Instruct-substance-details-json_overtrained-merged-16bit-awq,Lekhansh/Llama-3.2-1B-Instruct-substance-details-json_overtrained-merged-16bit/
RichardErkhov/Lekhansh_-_Llama-3.2-1B-shallow-gguf,Lekhansh/Llama-3.2-1B-shallow/
RichardErkhov/lemon-mint_-_gemma-2-2b-translation-Iter5-awq,lemon-mint/gemma-2-2b-translation-Iter5/
RichardErkhov/lemon-mint_-_gemma-2-2b-translation-Iter5-gguf,lemon-mint/gemma-2-2b-translation-Iter5/
RichardErkhov/lemon-mint_-_gemma-2b-translation-v0.103-4bits,lemon-mint/gemma-2b-translation-v0.103/
RichardErkhov/lemon-mint_-_gemma-2b-translation-v0.103-8bits,lemon-mint/gemma-2b-translation-v0.103/
RichardErkhov/lemon-mint_-_gemma-2b-translation-v0.103-gguf,lemon-mint/gemma-2b-translation-v0.103/
RichardErkhov/lemon-mint_-_gemma-2b-translation-v0.131-awq,lemon-mint/gemma-2b-translation-v0.131/
RichardErkhov/lemon-mint_-_gemma-2b-translation-v0.140-gguf,lemon-mint/gemma-2b-translation-v0.140/
RichardErkhov/lemon-mint_-_gemma-2b-translation-v0.140-awq,lemon-mint/gemma-2b-translation-v0.140/
RichardErkhov/lemon-mint_-_gemma-2b-translation-v0.150-gguf,lemon-mint/gemma-2b-translation-v0.150/
RichardErkhov/lemon-mint_-_gemma-2b-translation-v0.150-awq,lemon-mint/gemma-2b-translation-v0.150/
RichardErkhov/lemon-mint_-_gemma-2b-translation-v0.90-awq,lemon-mint/gemma-2b-translation-v0.90/
RichardErkhov/lemon-mint_-_gemma-2b-translation-v0.91-awq,lemon-mint/gemma-2b-translation-v0.91/
RichardErkhov/lemon-mint_-_gemma-2b-translation-v0.92-awq,lemon-mint/gemma-2b-translation-v0.92/
RichardErkhov/lemon-mint_-_gemma-7b-openhermes-v0.80-gguf,lemon-mint/gemma-7b-openhermes-v0.80/
RichardErkhov/lemon-mint_-_gemma-7b-openhermes-v0.80-4bits,lemon-mint/gemma-7b-openhermes-v0.80/
RichardErkhov/lemon-mint_-_gemma-7b-openhermes-v0.80-8bits,lemon-mint/gemma-7b-openhermes-v0.80/
lemon-mint/gemma-2b-translation-v0.150,lemon-mint/gemma-ko-1.1-2b-it
RichardErkhov/lemon-mint_-_gemma-ko-1.1-2b-it-gguf,lemon-mint/gemma-ko-1.1-2b-it/
RichardErkhov/lemon-mint_-_gemma-ko-1.1-2b-it-awq,lemon-mint/gemma-ko-1.1-2b-it/
RichardErkhov/lemon-mint_-_gemma-ko-1.1-2b-it-4bits,lemon-mint/gemma-ko-1.1-2b-it/
RichardErkhov/lemon-mint_-_gemma-ko-1.1-2b-it-8bits,lemon-mint/gemma-ko-1.1-2b-it/
RichardErkhov/lemon-mint_-_gemma-ko-2b-it-v0.11-awq,lemon-mint/gemma-ko-2b-it-v0.11/
RichardErkhov/lemon-mint_-_gemma-ko-7b-instruct-v0.50-gguf,lemon-mint/gemma-ko-7b-instruct-v0.50/
RichardErkhov/lemon-mint_-_gemma-ko-7b-instruct-v0.52-gguf,lemon-mint/gemma-ko-7b-instruct-v0.52/
RichardErkhov/lemon-mint_-_gemma-ko-7b-instruct-v0.71-gguf,lemon-mint/gemma-ko-7b-instruct-v0.71/
RichardErkhov/lemon-mint_-_gemma-ko-7b-it-v0.40-gguf,lemon-mint/gemma-ko-7b-it-v0.40/
RichardErkhov/lemon-mint_-_gemma-ko-7b-it-v0.41-gguf,lemon-mint/gemma-ko-7b-it-v0.41/
RichardErkhov/lemon-mint_-_Llama-3-Translation-8B-v0.180-gguf,lemon-mint/Llama-3-Translation-8B-v0.180/
RichardErkhov/lemon-mint_-_Qwen2-0.5B-Ko-v0.03-awq,lemon-mint/Qwen2-0.5B-Ko-v0.03/
bartowski/Gemma-2-Ataraxy-9B-GGUF,lemon07r/Gemma-2-Ataraxy-9B
solidrust/Gemma-2-Ataraxy-9B-AWQ,lemon07r/Gemma-2-Ataraxy-9B
RichardErkhov/lemon07r_-_Gemma-2-Ataraxy-9B-gguf,lemon07r/Gemma-2-Ataraxy-9B/
RichardErkhov/lemon07r_-_Gemma-2-Ataraxy-Advanced-9B-gguf,lemon07r/Gemma-2-Ataraxy-Advanced-9B/
RichardErkhov/lemon07r_-_Gemma-2-Ataraxy-Doppel-9B-gguf,lemon07r/Gemma-2-Ataraxy-Doppel-9B/
RichardErkhov/lemon07r_-_Gemma-2-Ataraxy-Remix-9B-gguf,lemon07r/Gemma-2-Ataraxy-Remix-9B/
bartowski/Gemma-2-Ataraxy-v2-9B-GGUF,lemon07r/Gemma-2-Ataraxy-v2-9B
bartowski/Gemma-2-Ataraxy-v2-9B-exl2,lemon07r/Gemma-2-Ataraxy-v2-9B
RichardErkhov/lemon07r_-_Gemma-2-Ataraxy-v2-9B-gguf,lemon07r/Gemma-2-Ataraxy-v2-9B/
RichardErkhov/lemon07r_-_Gemma-2-Ataraxy-v3-Advanced-9B-gguf,lemon07r/Gemma-2-Ataraxy-v3-Advanced-9B/
RichardErkhov/lemon07r_-_Gemma-2-Ataraxy-v3i-9B-gguf,lemon07r/Gemma-2-Ataraxy-v3i-9B/
RichardErkhov/lemon07r_-_Llama-3-MahouDevil-8B-gguf,lemon07r/Llama-3-MahouDevil-8B/
RichardErkhov/lemon07r_-_llama-3-NeuralMahou-8b-gguf,lemon07r/llama-3-NeuralMahou-8b/
TheBloke/AshhLimaRP-Mistral-7B-GPTQ,lemonilia/AshhLimaRP-Mistral-7B
TheBloke/AshhLimaRP-Mistral-7B-AWQ,lemonilia/AshhLimaRP-Mistral-7B
TheBloke/AshhLimaRP-Mistral-7B-GGUF,lemonilia/AshhLimaRP-Mistral-7B
knifeayumu/Llama-3.1-Herrsimian-8B-GGUF,lemonilia/Llama-3.1-Herrsimian-8B
RichardErkhov/LenguajeNaturalAI_-_leniachat-gemma-2b-v0-4bits,LenguajeNaturalAI/leniachat-gemma-2b-v0/
RichardErkhov/LenguajeNaturalAI_-_leniachat-gemma-2b-v0-8bits,LenguajeNaturalAI/leniachat-gemma-2b-v0/
RichardErkhov/LenguajeNaturalAI_-_leniachat-gemma-2b-v0-awq,LenguajeNaturalAI/leniachat-gemma-2b-v0/
RichardErkhov/LenguajeNaturalAI_-_leniachat-qwen2-1.5B-v0-gguf,LenguajeNaturalAI/leniachat-qwen2-1.5B-v0/
MaziyarPanahi/aya-expanse-8b-abliterated-GGUF,lenML/aya-expanse-8b-abliterated
RichardErkhov/Leo022_-_Gemma_QA_For_Telegram_Bot-awq,Leo022/Gemma_QA_For_Telegram_Bot/
TheBloke/leo-hessianai-13B-AWQ,LeoLM/leo-hessianai-13b
TheBloke/leo-hessianai-13B-GPTQ,LeoLM/leo-hessianai-13b
TheBloke/leo-hessianai-13B-GGUF,LeoLM/leo-hessianai-13b
TheBloke/leo-hessianai-13B-chat-AWQ,LeoLM/leo-hessianai-13b-chat
TheBloke/leo-hessianai-13B-chat-GGUF,LeoLM/leo-hessianai-13b-chat
TheBloke/leo-hessianai-13B-chat-GPTQ,LeoLM/leo-hessianai-13b-chat
TheBloke/leo-hessianai-13B-chat-bilingual-AWQ,LeoLM/leo-hessianai-13b-chat-bilingual
TheBloke/leo-hessianai-13B-chat-bilingual-GPTQ,LeoLM/leo-hessianai-13b-chat-bilingual
TheBloke/leo-hessianai-13B-chat-bilingual-GGUF,LeoLM/leo-hessianai-13b-chat-bilingual
TheBloke/leo-hessianai-70B-GGUF,LeoLM/leo-hessianai-70b
TheBloke/leo-hessianai-70B-GPTQ,LeoLM/leo-hessianai-70b
TheBloke/leo-hessianai-70B-AWQ,LeoLM/leo-hessianai-70b
TheBloke/leo-hessianai-70B-chat-GPTQ,LeoLM/leo-hessianai-70b-chat
TheBloke/leo-hessianai-70B-chat-AWQ,LeoLM/leo-hessianai-70b-chat
TheBloke/leo-hessianai-70B-chat-GGUF,LeoLM/leo-hessianai-70b-chat
RichardErkhov/LeoLM_-_leo-hessianai-70b-gguf,LeoLM/leo-hessianai-70b/
caretech-owl/leo-hessianai-7B-ggpq-german-quotes-lora,LeoLM/leo-hessianai-7b
caretech-owl/leo-hessionai-7B-quotes-gguf,LeoLM/leo-hessianai-7b
TheBloke/leo-hessianai-7B-GGUF,LeoLM/leo-hessianai-7b
TheBloke/leo-hessianai-7B-AWQ,LeoLM/leo-hessianai-7b
TheBloke/leo-hessianai-7B-GPTQ,LeoLM/leo-hessianai-7b
TheBloke/leo-hessianai-7B-chat-GGUF,LeoLM/leo-hessianai-7b-chat
TheBloke/leo-hessianai-7B-chat-AWQ,LeoLM/leo-hessianai-7b-chat
TheBloke/leo-hessianai-7B-chat-GPTQ,LeoLM/leo-hessianai-7b-chat
TheBloke/leo-hessianai-7B-chat-bilingual-GGUF,LeoLM/leo-hessianai-7b-chat-bilingual
TheBloke/leo-hessianai-7B-chat-bilingual-GPTQ,LeoLM/leo-hessianai-7b-chat-bilingual
TheBloke/leo-hessianai-7B-chat-bilingual-AWQ,LeoLM/leo-hessianai-7b-chat-bilingual
DRXD1000/Phoenix-GPTQ,LeoLM/leo-mistral-hessianai-7b
DRXD1000/Phoenix-AWQ,LeoLM/leo-mistral-hessianai-7b
DRXD1000/Phoenix-7B,LeoLM/leo-mistral-hessianai-7b
TheBloke/Leo-Mistral-Hessianai-7B-Chat-GPTQ,LeoLM/leo-mistral-hessianai-7b-chat
TheBloke/Leo-Mistral-Hessianai-7B-Chat-GGUF,LeoLM/leo-mistral-hessianai-7b-chat
TheBloke/Leo-Mistral-Hessianai-7B-Chat-AWQ,LeoLM/leo-mistral-hessianai-7b-chat
RichardErkhov/leonvanbokhorst_-_Llama-3.2-1B-Instruct-Complaint-awq,leonvanbokhorst/Llama-3.2-1B-Instruct-Complaint/
RichardErkhov/Leooyii_-_NTK_32k_Slimpajama_1B-gguf,Leooyii/NTK_32k_Slimpajama_1B/
RichardErkhov/Leooyii_-_PI_32k_Slimpajama_1B-gguf,Leooyii/PI_32k_Slimpajama_1B/
RichardErkhov/Leooyii_-_YaRN_32k_Slimpajama_1B-gguf,Leooyii/YaRN_32k_Slimpajama_1B/
RichardErkhov/LeroyDyer_-_Mixtral_AI_CyberCoder_7b-gguf,LeroyDyer/Mixtral_AI_CyberCoder_7b/
solidrust/Mixtral_AI_CyberTron_Coder-AWQ,LeroyDyer/Mixtral_AI_CyberTron_Coder
solidrust/Mixtral_AI_CyberTron_Ultra-AWQ,LeroyDyer/Mixtral_AI_CyberTron_Ultra
solidrust/Mixtral_AI_MiniTron_1b-AWQ,LeroyDyer/Mixtral_AI_MiniTron_1b
solidrust/Mixtral_AI_Minitron_2b-AWQ,LeroyDyer/Mixtral_AI_Minitron_2b_1.0
solidrust/Mixtral_AI_MiniTron_Chat-AWQ,LeroyDyer/Mixtral_AI_MiniTron_Chat
solidrust/Mixtral_AI_MiniTronVision-AWQ,LeroyDyer/Mixtral_AI_MiniTronVision
solidrust/Mixtral_AI_TinyTronVision-AWQ,LeroyDyer/Mixtral_AI_TinyTronVision
RichardErkhov/LeroyDyer_-_SpydazWeb_AI_CyberTron_Ultra_7b-gguf,LeroyDyer/SpydazWeb_AI_CyberTron_Ultra_7b/
RichardErkhov/lesserfield_-_fiona-7B-v0.2-gguf,lesserfield/fiona-7B-v0.2/
RichardErkhov/leveldevai_-_MarcBeagle-7B-gguf,leveldevai/MarcBeagle-7B/
RichardErkhov/leveldevai_-_MarcBeagle-7B-8bits,leveldevai/MarcBeagle-7B/
RichardErkhov/leveldevai_-_MarcBeagle-7B-4bits,leveldevai/MarcBeagle-7B/
RichardErkhov/leveldevai_-_MarcDareBeagle-7B-gguf,leveldevai/MarcDareBeagle-7B/
RichardErkhov/leveldevai_-_MBA-7B-4bits,leveldevai/MBA-7B/
RichardErkhov/leveldevai_-_MBA-7B-8bits,leveldevai/MBA-7B/
RichardErkhov/leveldevai_-_TurdusBeagle-7B-8bits,leveldevai/TurdusBeagle-7B/
RichardErkhov/leveldevai_-_TurdusBeagle-7B-4bits,leveldevai/TurdusBeagle-7B/
RichardErkhov/leveldevai_-_TurdusBeagle-7B-gguf,leveldevai/TurdusBeagle-7B/
RichardErkhov/lewtun_-_dummy-model-awq,lewtun/dummy-model/
RichardErkhov/lex-hue_-_Delexa-7b-4bits,lex-hue/Delexa-7b/
RichardErkhov/lex-hue_-_Delexa-7b-8bits,lex-hue/Delexa-7b/
RichardErkhov/lex-hue_-_Delexa-7b-gguf,lex-hue/Delexa-7b/
RichardErkhov/lexu14_-_porpoise1-gguf,lexu14/porpoise1/
RichardErkhov/lgaalves_-_gpt-2-xl_camel-ai-physics-gguf,lgaalves/gpt-2-xl_camel-ai-physics/
RichardErkhov/lgaalves_-_gpt-2-xl_camel-ai-physics-8bits,lgaalves/gpt-2-xl_camel-ai-physics/
RichardErkhov/lgaalves_-_gpt-2-xl_camel-ai-physics-4bits,lgaalves/gpt-2-xl_camel-ai-physics/
RichardErkhov/lgaalves_-_gpt2_camel_physics-platypus-gguf,lgaalves/gpt2_camel_physics-platypus/
RichardErkhov/lgaalves_-_gpt2_camel_physics-platypus-8bits,lgaalves/gpt2_camel_physics-platypus/
RichardErkhov/lgaalves_-_gpt2_camel_physics-platypus-4bits,lgaalves/gpt2_camel_physics-platypus/
RichardErkhov/lgaalves_-_gpt2_guanaco-dolly-platypus-4bits,lgaalves/gpt2_guanaco-dolly-platypus/
RichardErkhov/lgaalves_-_gpt2_guanaco-dolly-platypus-8bits,lgaalves/gpt2_guanaco-dolly-platypus/
RichardErkhov/lgaalves_-_gpt2_guanaco-dolly-platypus-gguf,lgaalves/gpt2_guanaco-dolly-platypus/
RichardErkhov/lgaalves_-_gpt2_open-platypus-gguf,lgaalves/gpt2_open-platypus/
RichardErkhov/lgaalves_-_gpt2_open-platypus-8bits,lgaalves/gpt2_open-platypus/
RichardErkhov/lgaalves_-_gpt2_open-platypus-4bits,lgaalves/gpt2_open-platypus/
RichardErkhov/lgaalves_-_gpt2_platypus-dolly-guanaco-8bits,lgaalves/gpt2_platypus-dolly-guanaco/
RichardErkhov/lgaalves_-_gpt2_platypus-dolly-guanaco-4bits,lgaalves/gpt2_platypus-dolly-guanaco/
RichardErkhov/lgaalves_-_gpt2_platypus-dolly-guanaco-gguf,lgaalves/gpt2_platypus-dolly-guanaco/
RichardErkhov/lgaalves_-_gpt2-dolly-8bits,lgaalves/gpt2-dolly/
RichardErkhov/lgaalves_-_gpt2-dolly-4bits,lgaalves/gpt2-dolly/
RichardErkhov/lgaalves_-_gpt2-dolly-gguf,lgaalves/gpt2-dolly/
RichardErkhov/lgaalves_-_gpt2-xl_lima-gguf,lgaalves/gpt2-xl_lima/
RichardErkhov/lgaalves_-_gpt2-xl_lima-4bits,lgaalves/gpt2-xl_lima/
RichardErkhov/lgaalves_-_llama-2-13b-chat-platypus-gguf,lgaalves/llama-2-13b-chat-platypus/
RichardErkhov/lgaalves_-_llama-2-13b-hf-platypus-gguf,lgaalves/llama-2-13b-hf-platypus/
RichardErkhov/lgaalves_-_llama-2-7b-hf_open-platypus-gguf,lgaalves/llama-2-7b-hf_open-platypus/
RichardErkhov/lgaalves_-_mistral-7b-platypus1k-gguf,lgaalves/mistral-7b-platypus1k/
TheBloke/tinyllama-1.1b-chat-v0.3_platypus-GPTQ,lgaalves/tinyllama-1.1b-chat-v0.3_platypus
TheBloke/tinyllama-1.1b-chat-v0.3_platypus-AWQ,lgaalves/tinyllama-1.1b-chat-v0.3_platypus
2x/EXAONE-3.0-7.8B-Instruct-Arm-AArch64-GGUF,LGAI-EXAONE/EXAONE-3.0-7.8B-Instruct
bartowski/EXAONE-3.0-7.8B-Instruct-GGUF,LGAI-EXAONE/EXAONE-3.0-7.8B-Instruct
ThomasBaruzier/EXAONE-3.0-7.8B-Instruct-GGUF,LGAI-EXAONE/EXAONE-3.0-7.8B-Instruct
bartowski/EXAONE-3.5-2.4B-Instruct-GGUF,LGAI-EXAONE/EXAONE-3.5-2.4B-Instruct
MaziyarPanahi/EXAONE-3.5-2.4B-Instruct-GGUF,LGAI-EXAONE/EXAONE-3.5-2.4B-Instruct
MaziyarPanahi/EXAONE-3.5-32B-Instruct-GGUF,LGAI-EXAONE/EXAONE-3.5-32B-Instruct
bartowski/EXAONE-3.5-32B-Instruct-GGUF,LGAI-EXAONE/EXAONE-3.5-32B-Instruct
bartowski/EXAONE-3.5-7.8B-Instruct-GGUF,LGAI-EXAONE/EXAONE-3.5-7.8B-Instruct
MaziyarPanahi/EXAONE-3.5-7.8B-Instruct-GGUF,LGAI-EXAONE/EXAONE-3.5-7.8B-Instruct
RichardErkhov/lgodwangl_-_new_01m-8bits,lgodwangl/new_01m/
RichardErkhov/lgodwangl_-_new_01m-gguf,lgodwangl/new_01m/
RichardErkhov/lgodwangl_-_new_01m-4bits,lgodwangl/new_01m/
RichardErkhov/LHC88_-_DPOpenHermes-7B-v2-PerfLaser-8bits,LHC88/DPOpenHermes-7B-v2-PerfLaser/
RichardErkhov/LHC88_-_DPOpenHermes-7B-v2-PerfLaser-4bits,LHC88/DPOpenHermes-7B-v2-PerfLaser/
RichardErkhov/LHC88_-_DPOpenHermes-7B-v2-PerfLaser-gguf,LHC88/DPOpenHermes-7B-v2-PerfLaser/
